source,model,prompt_mode,overall_accuracy,id_accuracy,ood_accuracy,ood_gap,average_latency_seconds,task_above_below,task_between,task_center_proximity,task_counting,task_inside_outside,task_left_right,task_multi_hop,task_nearest_farthest,task_overlap,task_relative_ordering,task_relative_size
reports/base-direct/metrics.json,Qwen/Qwen3-VL-2B-Instruct,direct,0.4928571428571429,0.5325,0.477,0.055499999999999994,0.1947130968735708,0.24691358024691357,0.35802469135802467,0.6290322580645161,0.4935064935064935,0.9731543624161074,0.17,0.4293785310734463,0.23728813559322035,0.9032258064516129,0.1568627450980392,0.6115107913669064
reports/base-json/metrics.json,Qwen/Qwen3-VL-2B-Instruct,json,0.4828571428571429,0.505,0.474,0.031000000000000028,0.604673032897859,0.1728395061728395,0.32098765432098764,0.6451612903225806,0.5194805194805194,1.0,0.12,0.3559322033898305,0.1694915254237288,0.967741935483871,0.13071895424836602,0.6618705035971223
reports/base-reasoning/metrics.json,Qwen/Qwen3-VL-2B-Instruct,reasoning,0.47928571428571426,0.5525,0.45,0.10249999999999998,0.3616908307521453,0.24691358024691357,0.35802469135802467,0.5887096774193549,0.4675324675324675,0.9932885906040269,0.24,0.4576271186440678,0.211864406779661,0.967741935483871,0.17647058823529413,0.37410071942446044
reports/base-fewshot/metrics.json,Qwen/Qwen3-VL-2B-Instruct,fewshot,0.545,0.605,0.521,0.08399999999999996,0.042784923596428985,0.32098765432098764,0.4567901234567901,0.6370967741935484,0.4935064935064935,0.8926174496644296,0.22,0.4689265536723164,0.3050847457627119,0.8870967741935484,0.49019607843137253,0.6187050359712231
